app	B-Aspect
development	I-Aspect
easier	B-Predicate
,	O
faster	B-Predicate
,	O
and	O
safer	B-Predicate
.	O

swift	B-Object
is	O
designed	O
for	O
cocoa	B-Aspect
and	O
cocoa	B-Aspect
touch	I-Aspect
,	O
and	O
is	O
meant	O
to	O
be	O
easier	B-Predicate
,	O
faster	B-Predicate
,	O
and	O
safer	B-Predicate
than	O
objective	B-Object
-	I-Object
c	I-Object
.	O

apple	O
'	O
s	O
swift	B-Object
programming	O
language	O
faster	B-Predicate
,	O
safer	B-Predicate
than	O
objective	B-Object
-	I-Object
c	I-Object
.	O

i	O
love	O
the	O
swift	B-Object
because	O
it	O
'	O
s	O
safer	B-Predicate
and	O
easier	B-Predicate
than	O
objective	B-Object
-	I-Object
c	I-Object
.	O

swift	B-Object
is	O
intended	O
to	O
be	O
more	B-Predicate
resilient	I-Predicate
to	O
erroneous	O
code	O
(	O
safer	B-Predicate
)	O
than	O
objective	B-Object
-	I-Object
c	I-Object
,	O
and	O
also	O
more	B-Predicate
concise	I-Predicate
.	O

i	O
'	O
ve	O
touched	O
on	O
just	O
a	O
couple	O
of	O
swift	B-Object
'	O
s	O
myriad	O
safety	B-Aspect
features	O
,	O
and	O
it	O
is	O
clear	O
that	O
swift	B-Object
will	O
produce	O
safer	B-Predicate
code	O
than	O
is	O
typical	O
of	O
c	B-Object
and	O
objective	B-Object
-	I-Object
c	I-Object
.	O

xcode	O
will	O
add	O
the	O
swift	B-Object
programming	O
language	O
,	O
which	O
apple	O
says	O
is	O
much	O
faster	B-Predicate
than	O
objective	B-Object
c	I-Object
.	O
presenters	O
cited	O
many	O
modern	O
features	O
,	O
including	O
generics	B-Aspect
,	O
namespaces	B-Aspect
,	O
and	O
type	B-Aspect
inference	I-Aspect
.	O

another	O
advancement	O
is	O
the	O
introduction	O
of	O
swift	B-Object
,	O
a	O
much	O
simpler	B-Predicate
,	O
easier	B-Predicate
to	I-Predicate
use	I-Predicate
and	O
faster	B-Predicate
programming	O
language	O
than	O
objective	B-Object
-	I-Object
c	I-Object
,	O
which	O
apple	O
had	O
been	O
relying	O
on	O
for	O
years	O
.	O

called	O
swift	B-Object
,	O
it	O
'	O
s	O
meant	O
to	O
offer	O
a	O
faster	B-Predicate
,	O
easier	B-Predicate
way	O
to	O
build	O
software	O
for	O
apple	O
'	O
s	O
products	O
than	O
its	O
existing	O
programming	O
language	O
,	O
objective	B-Object
-	I-Object
c	I-Object
.	O

i	O
'	O
ve	O
never	O
written	O
anything	O
in	O
the	O
ios	O
ecosystem	O
so	O
i	O
spent	O
about	O
a	O
week	O
to	O
research	O
before	O
digging	O
in	O
.	O
the	O
transition	O
was	O
smooth	O
primarily	O
because	O
i	O
'	O
m	O
using	O
swift	B-Object
--	O
a	O
much	O
more	B-Predicate
succinct	I-Predicate
and	O
modern	O
language	O
than	O
objective	B-Object
-	I-Object
c	I-Object
--	O
and	O
my	O
somewhat	O
dated	O
android	O
experience	O
and	O
very	O
dated	O
windows	O
dev	O
experience	O
provided	O
me	O
with	O
all	O
of	O
the	O
patterns	O
i	O
needed	O
to	O
understand	O
ios	O
.	O

although	O
swift	B-Object
is	O
easier	B-Predicate
to	I-Predicate
use	I-Predicate
,	O
we	O
'	O
re	O
sure	O
that	O
there	O
will	O
be	O
issues	O
like	O
crashes	O
,	O
slow	O
request	O
,	O
errors	O
and	O
so	O
on	O
as	O
we	O
already	O
know	O
it	O
from	O
objective	B-Object
-	I-Object
c	I-Object
and	O
other	O
languages	O
.	O

in	O
other	O
words	O
,	O
ios	O
and	O
os	B-Aspect
x	I-Aspect
apps	I-Aspect
built	O
with	O
swift	B-Object
should	O
run	O
even	O
smoother	B-Predicate
and	O
faster	B-Predicate
than	O
counterparts	O
made	O
with	O
the	O
tried	O
and	O
true	O
objective	B-Object
-	I-Object
c	I-Object
.	O

even	O
if	O
you	O
don	O
'	O
t	O
know	O
what	O
those	O
terms	O
mean	O
,	O
it	O
'	O
s	O
easy	O
to	O
pick	O
up	O
that	O
apps	B-Aspect
ios	O
and	O
os	O
x	O
developers	O
build	O
with	O
swift	B-Object
should	O
run	O
even	O
smoother	B-Predicate
and	O
faster	B-Predicate
than	O
counterparts	O
made	O
with	O
the	O
objective	B-Object
-	I-Object
c	I-Object
language	O
they	O
'	O
ve	O
been	O
using	O
.	O

swift	B-Object
does	O
appear	O
simpler	B-Predicate
than	O
objective	B-Object
-	I-Object
c	I-Object
.	O

swift	B-Object
'	O
s	O
operator	B-Aspect
precedences	I-Aspect
and	O
associativity	B-Aspect
rules	I-Aspect
are	O
simpler	B-Predicate
and	O
more	B-Predicate
predictable	I-Predicate
than	O
those	O
found	O
in	O
c	O
and	O
objective	B-Object
-	I-Object
c	I-Object
.	O

swift	B-Object
is	O
simpler	B-Predicate
than	O
objective	B-Object
-	I-Object
c	I-Object
and	O
allows	O
users	O
to	O
see	O
their	O
code	O
in	O
action	O
as	O
they	O
write	O
it	O
on	O
their	O
computer	O
screens	O
,	O
rather	O
than	O
running	O
it	O
through	O
a	O
compiler	O
before	O
checking	O
it	O
out	O
.	O

swift	B-Object
is	O
marginally	O
easier	B-Predicate
to	I-Predicate
read	I-Predicate
than	O
objective	B-Object
-	I-Object
c	I-Object
,	O
sure	O
.	O

trees	B-Aspect
from	O
lower	O
michigan	B-Object
and	O
wisconsin	B-Object
have	O
grown	B-Predicate
faster	I-Predicate
,	O
and	O
trees	B-Aspect
from	O
iowa	B-Object
,	O
virginia	B-Object
,	O
and	O
west	B-Object
virginia	I-Object
have	O
grown	B-Predicate
slower	I-Predicate
than	O
would	O
have	O
been	O
expected	O
from	O
the	O
latitude	O
of	O
their	O
provenance	O
.	O

from	O
2012	O
,	O
the	O
year	O
michigan	B-Object
passed	O
right	O
-	O
to	O
-	O
work	O
,	O
until	O
mid	O
-	O
2015	O
,	O
incomes	B-Aspect
in	O
michigan	B-Object
rose	B-Predicate
over	O
nine	O
percent	O
faster	B-Predicate
than	O
west	O
virginia	B-Object
and	O
the	O
national	O
average	O
,	O
vernuccio	O
and	O
hart	O
wrote	O
.	O

the	O
michigan	B-Object
men	O
'	O
s	O
rowing	B-Aspect
team	I-Aspect
finished	O
faster	B-Predicate
than	O
top	O
-	O
seed	O
virginia	B-Object
,	O
but	O
not	O
fast	O
enough	O
for	O
first	O
place	O
in	O
the	O
collegiate	O
men	O
'	O
s	O
eights	O
race	O
at	O
the	O
head	O
of	O
the	O
charles	O
regatta	O
in	O
cambridge	O
,	O
mass	O
.	O

the	O
average	O
professional	O
salary	B-Aspect
at	O
the	O
university	B-Aspect
of	O
michigan	B-Object
(	O
35	O
th	O
in	O
the	O
arl	O
survey	O
)	O
is	O
nearly	O
$	O
4	O
,	O
000	O
greater	B-Predicate
than	O
at	O
unc	O
-	O
ch	O
,	O
and	O
at	O
the	O
university	B-Aspect
of	O
virginia	B-Object
(	O
25	O
th	O
in	O
the	O
survey	O
)	O
the	O
difference	O
rises	O
to	O
nearly	O
$	O
6	O
,	O
000	O
.	O

cmon	O
people	O
this	O
is	O
michigan	B-Object
its	O
a	O
lot	O
easier	B-Predicate
to	I-Predicate
recruit	I-Predicate
top	I-Predicate
players	I-Predicate
here	O
than	O
in	O
west	B-Object
virginia	I-Object
.	O

i	O
never	O
him	O
being	O
a	O
great	O
recruiter	O
at	O
wvu	O
--	O
but	O
i	O
'	O
m	O
sure	O
it	O
is	O
infinitely	O
easier	B-Predicate
to	I-Predicate
recruit	I-Predicate
to	O
michigan	B-Object
rather	O
than	O
west	B-Object
virginia	I-Object
.	O

at	O
west	O
virginia	B-Object
we	O
had	O
better	B-Predicate
facilities	B-Object
than	O
they	O
had	O
at	O
michigan	B-Object
,	O
patrick	O
beilein	O
recalls	O
.	O

since	O
2000	O
,	O
west	B-Object
virginia	I-Object
'	O
s	O
population	B-Aspect
is	O
up	O
by	O
2	O
.	O
6	O
percent	O
-	O
modest	O
growth	O
,	O
but	O
better	B-Predicate
than	O
states	O
like	O
michigan	B-Object
and	O
rhode	B-Object
island	I-Object
.	O

places	O
like	O
california	B-Object
have	O
higher	B-Predicate
utility	B-Aspect
rates	I-Aspect
than	O
you	O
might	O
have	O
in	O
the	O
state	O
of	O
michigan	B-Object
."	O

although	O
the	O
resurgent	O
domestic	O
auto	O
industry	O
is	O
helping	O
michigan	B-Object
add	O
jobs	O
faster	O
than	O
many	O
other	O
states	O
,	O
it	O
'	O
s	O
tied	O
with	O
mississippi	B-Object
for	O
the	O
state	O
'	O
s	O
third	O
-	O
highest	O
jobless	B-Aspect
rate	I-Aspect
at	O
10	O
.	O
6	O
percent	O
,	O
behind	O
only	O
nevada	B-Object
and	O
california	B-Object
.	O

only	O
california	B-Object
is	O
projected	O
to	O
lose	B-Predicate
more	I-Predicate
graduates	B-Aspect
than	O
michigan	B-Object
,	O
and	O
only	O
vermont	B-Object
will	O
shrink	B-Predicate
faster	I-Predicate
.	O

they	O
mined	O
a	O
lot	O
of	O
gold	B-Aspect
in	O
california	B-Object
,	O
but	O
the	O
us	O
economy	O
was	O
growing	O
faster	O
--	O
for	O
instance	O
,	O
more	B-Predicate
value	I-Predicate
was	O
harvested	O
from	O
the	O
timber	B-Aspect
in	O
michigan	B-Object
than	O
was	O
mined	O
from	O
ca	O
.	O

i	O
must	O
say	O
that	O
driving	B-Aspect
in	O
california	B-Object
weather	O
is	O
way	O
easier	B-Predicate
than	O
driving	O
in	O
the	O
monsoon	O
i	O
experienced	O
there	O
in	O
michigan	B-Object
,	O
but	O
the	O
drivers	O
out	O
here	O
make	O
michigan	B-Object
drivers	O
look	O
like	O
a	O
state	O
full	O
of	O
nervous	O
high	O
schoolers	O
on	O
their	O
final	O
driving	O
exam	O
!	O

michigan	B-Object
is	O
better	B-Predicate
,	O
chicago	B-Object
,	O
ohio	B-Object
,	O
california	B-Object
,	O
the	O
non	O
-	O
connecticut	O
new	O
england	O
states	O
,	O
canada	B-Object
-	O
all	O
much	O
better	O
than	O
north	B-Object
carolina	I-Object
.	O

actually	O
,	O
michigan	B-Object
is	O
a	O
better	B-Predicate
state	O
for	O
wind	B-Aspect
than	O
california	B-Object
,	O
but	O
people	O
don	O
'	O
t	O
realize	O
that	O
,	O
he	O
said	O
.	O

in	O
fact	O
all	O
of	O
michigan	B-Object
that	O
i	O
'	O
ve	O
seen	O
thus	O
far	O
has	O
a	O
greater	B-Predicate
passion	B-Aspect
for	I-Aspect
artists	I-Aspect
and	I-Aspect
music	I-Aspect
than	O
the	O
entire	O
state	O
of	O
california	B-Object
where	O
i	O
'	O
m	O
from	O
.	O

he	O
added	O
that	O
california	B-Object
has	O
suffered	O
worse	O
than	O
almost	O
all	O
the	O
states	O
,	O
with	O
only	O
nevada	B-Object
(	O
13	O
.	O
5	O
)	O
and	O
michigan	B-Object
(	O
13	O
.	O
2	O
)	O
suffering	O
higher	B-Predicate
unemployment	B-Aspect
rates	I-Aspect
,	O
as	O
measured	O
by	O
u	O
-	O
3	O
.	O

my	O
michigan	B-Object
friend	O
is	O
on	O
her	O
way	O
here	O
to	O
sunny	O
but	O
cooler	B-Predicate
california	B-Object
for	O
a	O
visit	O
.	O

if	O
you	O
go	O
onto	O
google	O
trends	O
,	O
type	O
in	O
"	O
marijuana	B-Aspect
,"	O
then	O
limit	O
your	O
results	O
to	O
the	O
united	O
states	O
,	O
you	O
'	O
ll	O
see	O
michigan	B-Object
is	O
hotter	B-Predicate
than	O
california	B-Object
,	O
even	O
washington	B-Object
,	O
and	O
only	O
behind	B-Predicate
colorado	B-Object
in	O
google	O
searches	O
.	O

despite	O
lower	B-Predicate
unemployment	B-Aspect
,	O
california	B-Object
has	O
a	O
higher	B-Predicate
foreclosure	B-Aspect
rate	I-Aspect
than	O
michigan	B-Object
.	O

the	O
unemployment	B-Aspect
rate	I-Aspect
is	O
higher	B-Predicate
in	O
california	B-Object
and	O
illinois	B-Object
than	O
in	O
michigan	B-Object
.	O

michigan	B-Object
pays	B-Predicate
more	I-Predicate
to	I-Predicate
borrow	I-Predicate
than	O
california	B-Object
,	O
even	O
with	O
an	O
s	O
&	O
p	O
rating	O
two	O
levels	O
higher	O
.	O

according	O
to	O
russell	O
,	O
the	O
key	O
reason	O
why	O
michigan	B-Object
is	O
in	B-Predicate
better	I-Predicate
restructuring	I-Predicate
shape	I-Predicate
than	O
california	B-Object
is	O
that	O
state	O
lawmakers	O
phased	O
in	O
deregulation	B-Aspect
while	O
their	O
counterparts	O
on	O
the	O
west	O
coast	O
didn	O
'	O
t	O
.	O

grand	O
rapids	O
-	O
even	O
though	O
electricity	O
-	O
generating	O
reserves	O
in	O
michigan	B-Object
have	O
declined	O
steadily	O
for	O
some	O
time	O
,	O
restructuring	O
of	O
michigan	B-Object
'	O
s	O
electricity	B-Aspect
production	I-Aspect
industry	I-Aspect
seemed	O
to	O
take	O
a	O
much	O
more	B-Predicate
optimistic	I-Predicate
turn	O
during	O
year	O
2000	O
than	O
in	O
california	B-Object
.	O

fortunately	O
,	O
michigan	B-Object
is	O
in	B-Predicate
better	I-Predicate
shape	I-Predicate
than	O
california	B-Object
.	O

georgia	O
,	O
michigan	B-Object
,	O
illinois	B-Object
and	O
ohio	B-Object
are	O
now	O
in	B-Predicate
worse	I-Predicate
shape	I-Predicate
than	O
california	B-Object
.	O

california	B-Object
(	O
where	O
bankruptcy	O
isn	O
'	O
t	O
out	O
of	O
the	O
question	O
and	O
the	O
state	O
is	O
issuing	O
iou	O
'	O
s	O
)	O
is	O
in	B-Predicate
even	O
worse	B-Predicate
financial	I-Predicate
shape	I-Predicate
than	O
michigan	B-Object
,	O
yet	O
they	O
are	O
6th	O
on	O
this	O
list	O
and	O
california	B-Object
isn	O
'	O
t	O
on	O
it	O
at	O
all	O
.	O

spoiler	O
:	O
it	O
'	O
s	O
because	O
his	O
chances	B-Aspect
of	I-Aspect
winning	I-Aspect
colorado	B-Object
,	O
virginia	B-Object
,	O
new	B-Object
hampshire	I-Object
,	O
iowa	B-Object
,	O
and	O
ohio	B-Object
combined	O
(	O
he	O
needs	O
them	O
all	O
)	O
are	O
worse	B-Predicate
than	O
his	O
chances	B-Aspect
of	I-Aspect
winning	I-Aspect
pennsylvania	B-Object
.	O

it	O
also	O
attracts	O
both	O
capital	O
and	O
labor	O
,	O
helping	O
to	O
propel	O
the	O
economy	O
,	O
mcginnis	O
said	O
,	O
citing	O
a	O
bigger	B-Predicate
increase	B-Aspect
in	I-Aspect
jobs	I-Aspect
in	O
right	O
to	O
work	O
virginia	B-Object
than	O
in	O
pennsylvania	B-Object
in	O
recent	O
years	O
.	O

pennsylvania	B-Object
ranks	O
better	B-Predicate
than	O
west	B-Object
virginia	I-Object
,	O
maryland	B-Object
,	O
ohio	B-Object
,	O
new	B-Object
jersey	I-Object
and	O
new	B-Object
york	I-Object
for	O
business	B-Aspect
tax	I-Aspect
climate	O
.	O

up	O
to	O
2	O
feet	O
of	O
snow	O
should	O
fall	O
on	O
west	B-Object
virginia	I-Object
,	O
with	O
lighter	B-Predicate
snow	B-Aspect
in	O
parts	O
of	O
ohio	B-Object
and	O
pennsylvania	B-Object
,	O
regardless	O
of	O
where	O
sandy	O
first	O
hits	O
.	O

for	O
ten	O
years	O
preceding	O
1770	O
,	O
the	O
average	O
value	O
of	O
the	O
exports	B-Aspect
of	O
maryland	B-Object
and	O
virginia	B-Object
was	O
more	O
than	O
one	O
-	O
third	O
greater	B-Predicate
than	O
that	O
of	O
the	O
united	O
exports	O
of	O
new	B-Object
england	I-Object
,	O
new	B-Object
york	I-Object
,	O
and	O
pennsylvania	B-Object
.	O

but	O
not	O
only	O
is	O
virginia	B-Object
the	O
smallest	O
proportionate	O
debtor	O
in	O
the	O
union	O
,	O
and	O
her	O
proper	O
balance	B-Aspect
relatively	O
as	O
well	O
as	O
really	O
greater	B-Predicate
than	O
that	O
of	O
pennsylvania	B-Object
,	O
but	O
it	O
will	O
also	O
be	O
found	O
considerably	O
to	O
exceed	B-Predicate
even	O
that	O
of	O
massachusetts	B-Object
.	O

plus	O
,	O
the	O
espn	B-Object
networks	O
have	O
a	O
greater	B-Predicate
reach	B-Aspect
in	O
this	O
country	O
than	O
fox	B-Object
soccer	O
channel	O
.	O

espn	B-Object
has	O
greater	B-Predicate
professionalism	B-Aspect
than	O
speed	B-Object
/	O
fox	B-Object
and	O
takes	O
the	O
sport	O
very	O
seriously	O
where	O
with	O
fox	B-Object
/	O
speed	B-Object
the	O
coverage	B-Aspect
is	O
jokes	O
,	O
light	O
,	O
feel	O
good	O
moments	O
with	O
dw	O
,	O
roberts	O
,	O
wendy	O
etc	O
.	O
.	O

even	O
reruns	O
of	O
espn	B-Object
fc	O
'	O
s	O
show	O
that	O
are	O
televised	O
in	O
the	O
early	O
morning	O
hours	O
are	O
generating	O
a	O
greater	B-Predicate
average	O
viewing	O
audience	B-Aspect
than	O
the	O
best	O
episode	O
of	O
fox	B-Object
soccer	O
daily	O
thus	O
far	O
.	O

espn	B-Object
is	O
far	O
superior	B-Predicate
to	O
fox	B-Object
,	O
if	O
only	O
because	O
of	O
all	O
the	O
talent	B-Aspect
,	O
resources	B-Aspect
and	O
access	B-Aspect
a	O
company	O
like	O
espn	B-Object
can	O
get	O
.	O

your	O
overall	O
premise	O
is	O
correct	O
...	O
not	O
just	O
for	O
the	O
talent	B-Aspect
but	O
the	O
overall	O
production	B-Aspect
of	O
these	O
games	O
on	O
fox	B-Object
has	O
been	O
inferior	B-Predicate
to	O
what	O
espn	B-Object
/	O
abc	B-Object
/	O
cbs	B-Object
do	O
on	O
a	O
regular	O
basis	O
.	O

if	O
espn	B-Object
is	O
never	O
done	O
adding	O
and	O
tweaking	O
their	O
talent	B-Aspect
,	O
then	O
obviously	O
fox	B-Object
will	O
be	O
almost	O
equally	B-Predicate
as	I-Predicate
active	I-Predicate
.	O

the	O
bad	O
news	O
is	O
that	O
fox	B-Object
is	O
still	O
not	O
seeing	O
a	O
lot	O
of	O
momentum	O
on	O
the	O
ratings	O
front	O
for	O
original	O
programming	O
and	O
resources	B-Aspect
aren	B-Predicate
'	I-Predicate
t	I-Predicate
as	I-Predicate
abundant	I-Predicate
than	O
at	O
espn	B-Object
.	O

i	O
'	O
ll	O
take	O
the	O
tnt	B-Object
,	O
espn	B-Object
,	O
abc	B-Object
issues	O
as	O
it	O
is	O
better	B-Predicate
than	O
listening	O
to	O
the	O
circus	O
attitude	O
fox	B-Object
gives	O
us	O
.	O

i	O
do	O
know	O
espn	B-Object
will	O
be	O
better	B-Predicate
than	O
fox	B-Object
,	O
as	O
they	O
have	O
been	O
left	O
in	O
the	O
dust	O
.	O

not	O
a	O
bad	O
thing	O
for	O
those	O
of	O
us	O
not	O
interested	O
in	O
soccer	O
,	O
because	O
fox	B-Object
sports	O
will	O
be	O
easier	B-Predicate
to	O
avoid	B-Aspect
than	O
espn	B-Object
when	O
surfing	O
channels	O
.	O

having	O
the	O
espn	B-Object
tag	O
with	O
your	O
programming	O
is	O
much	O
easier	B-Predicate
to	O
sell	B-Aspect
local	O
